name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
Pure Thai,QPDQZGJL3P000000000000000,https://www.cannabisreports.com/strain-reports/flying-dutchmen-seed-company/pure-thai,https://www.cannabisreports.com/images/strains/no_image.png,Flying Dutchmen Seed Company,QPDQZ00000000000000000000,Landraces,9XVU7R9C3R000000000000000,9
Nigerlian,9XVU76QTVJ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/nigerlian,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Sweet God,9XVU7X627H000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sweet-god,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Lemon Joy,9XVU7DWT64000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/lemon-joy,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Sweetstar,9XVU7QCX2H000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sweetstar,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
G12 Skunk,22ZQ6UUHD4000000000000000,https://www.cannabisreports.com/strain-reports/pukka-seeds/g12-skunk,https://www.cannabisreports.com/images/strains/a/full_a8ef48ceec44e24d526c79990f3c3aae8d9325e7.jpg,Pukka Seeds,22ZQ600000000000000000000,Mr. Nice / Maple Leaf Indica,VUJCJREMK6000000000000000 / VUJCJL99TT000000000000000,9
Jack Kush,9XVU7E2UVM000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/jack-kush,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
NL2 x NL3,9XVU79EU4H000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/nl2-x-nl3,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Northern Lights #2 x Northern Lights #3,2NGAWQGRKR000000000000000 x 9XVU76JFZM000000000000000,9
NL5 x NL2,9XVU7CNGLL000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/nl5-x-nl2,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Northern Lights #5 x Northern Lights #2,VUJCJ4MPQ2000000000000000 x 2NGAWQGRKR000000000000000,9
Day Dream,9XVU79CUGG000000000000000,https://www.cannabisreports.com/strain-reports/mendo-seeds/day-dream,https://www.cannabisreports.com/images/strains/f/full_fae8e129977202605a725b72cc0a19222237c9f2.jpg,Mendo Seeds,6Z42R00000000000000000000,Blue Dream / Mendo Dream,9XVU7PTG2P000000000000000 / 6Z42RL7RRY000000000000000,9
Dankouver,9XVU7TRDJQ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/dankouver,https://www.cannabisreports.com/images/strains/e/full_ea65c77c50fe894e331e48f6721f85b4f23dd26b.jpg,Unknown Breeder,9XVU700000000000000000000,,,9
Cappucino,9XVU7Z2QF4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cappucino,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Gum Balls,9XVU77NJGF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/gum-balls,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Sour Cali,9XVU7FWP32000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sour-cali,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Trainwreck / Sour Diesel,9XVU76K2ZH000000000000000 / 9XVU7KVPFZ000000000000000,9
Thunder G,9XVU7FJAGA000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/thunder-g,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Bugglegum,9XVU7WVLNY000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/bugglegum,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Green Bud,FENV7FM2R3000000000000000,https://www.cannabisreports.com/strain-reports/ch9-female-seeds/green-bud,https://www.cannabisreports.com/images/strains/0/full_054a8dca50fc80f9e0809e88c557901b44aa6199.jpg,CH9 Female Seeds,FENV700000000000000000000,,,9
Long Haze,FENV7JLHDF000000000000000,https://www.cannabisreports.com/strain-reports/ch9-female-seeds/long-haze,https://www.cannabisreports.com/images/strains/d/full_d5e01486712cf3c9d3204c2c301c3d7fe16ce799.jpg,CH9 Female Seeds,FENV700000000000000000000,Original Haze x (Jack 33 / G Bolt Flower / G13 Haze),D4C6C9HPLT000000000000000 x (FENV7HEGXP000000000000000 / FENV7MPA96000000000000000 / L2NZKNCHM3000000000000000),9
Mendocino,FENV7KDR49000000000000000,https://www.cannabisreports.com/strain-reports/ch9-female-seeds/mendocino,https://www.cannabisreports.com/images/strains/no_image.png,CH9 Female Seeds,FENV700000000000000000000,,,9
Sanctuary,UE24XZNM9Z000000000000000,https://www.cannabisreports.com/strain-reports/sagarmatha-seeds/sanctuary,https://www.cannabisreports.com/images/strains/no_image.png,Sagarmatha Seeds,UE24X00000000000000000000,Yumboldt x Indica XXL x New York City Diesel,UE24XP29XU000000000000000 x UE24XU2YY6000000000000000 x 9XVU7NRUVD000000000000000,9
Kali Haze,6Z3CVD679M000000000000000,https://www.cannabisreports.com/strain-reports/white-label-co/kali-haze,https://www.cannabisreports.com/images/strains/3/full_36f715a612c8ef7a398656a4627c97a8dd245229.jpg,White Label Co.,6Z3CV00000000000000000000,Haze / North Indian Landrace / Jamaican Landrace,9XVU7WJQCD000000000000000 / K3TYMMC3ZX000000000000000 / VUJCJWUN2F000000000000000,9
White Ice,6Z3CVUMXFF000000000000000,https://www.cannabisreports.com/strain-reports/white-label-co/white-ice,https://www.cannabisreports.com/images/strains/4/full_4a7646cb9681f24f4ed05584963aba31b2a8c750.jpg,White Label Co.,6Z3CV00000000000000000000,Northern Lights / Skunk / Afghani Landrace,2NGAWWTJNV000000000000000 / 9XVU7Y2FA9000000000000000 / 9XVU7HGAVW000000000000000,9
Edelweiss,QPDQZN3MWF000000000000000,https://www.cannabisreports.com/strain-reports/flying-dutchmen-seed-company/edelweiss,https://www.cannabisreports.com/images/strains/2/full_261b21255ebbbb30755d270f35d5039a6fca09ac.jpg,Flying Dutchmen Seed Company,QPDQZ00000000000000000000,Hindu Kush / North Indian Landrace / Skunk,D4C6CDUFWC000000000000000 / K3TYMMC3ZX000000000000000 / 9XVU7Y2FA9000000000000000,9
Citrocity,9XVU7D2G9E000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/citrocity,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Superglue,64AVXA993J000000000000000,https://www.cannabisreports.com/strain-reports/seedism/superglue,https://www.cannabisreports.com/images/strains/c/full_c5e1aea6dfa5a9b10c78d86677422492d64b2ce3.jpg,Seedism,64AVX00000000000000000000,Afghani Landrace x Northern Lights,9XVU7HGAVW000000000000000 x 2NGAWWTJNV000000000000000,9
Taste Bud,64AVXKW2WC000000000000000,https://www.cannabisreports.com/strain-reports/seedism/taste-bud,https://www.cannabisreports.com/images/strains/0/full_0f877817c1691eddf10e59728265a5c00aa12fec.jpg,Seedism,64AVX00000000000000000000,OG Kush x Hindu Kush,9XVU7GD2AP000000000000000 x D4C6CDUFWC000000000000000,9
Maui Haze,9XVU7JZFM9000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/maui-haze,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Landraces,9XVU7R9C3R000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/landraces,https://www.cannabisreports.com/images/strains/landraces/full-landraces.png,Unknown Breeder,9XVU700000000000000000000,These are landrace genetics or in some special cases original cultivars.,These are landrace genetics or in some special cases original cultivars.,9
SpaceJill,3CV7EXEWRT000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/spacejill,https://www.cannabisreports.com/images/strains/no_image.png,TGA Seeds,3CV7E00000000000000000000,Space Queen x Space Queen,3CV7EGZYAP000000000000000 x 3CV7EGZYAP000000000000000,9
Bubba Gum,3CV7E9XPPM000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/bubba-gum,https://www.cannabisreports.com/images/strains/no_image.png,TGA Seeds,3CV7E00000000000000000000,Bush Hash Plant x Grim,9XVU7LAQQK000000000000000 x 9XVU7DRPRV000000000000000,9
Tommy Gun,3CV7EQT7YM000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/tommy-gun,https://www.cannabisreports.com/images/strains/no_image.png,TGA Seeds,3CV7E00000000000000000000,AK-47 x Space Queen,CYGU94JYKY000000000000000 x 3CV7EGZYAP000000000000000,9
Nat. Seed,6FAFXAMY6Y000000000000000,https://www.cannabisreports.com/strain-reports/positronics-seeds/nat-seed,https://www.cannabisreports.com/images/strains/no_image.png,Positronics Seeds,6FAFX00000000000000000000,,,9
Skunk Mix,FMR74ZMX9Z000000000000000,https://www.cannabisreports.com/strain-reports/dr-wiet-exotic-seed-co/skunk-mix,https://www.cannabisreports.com/images/strains/no_image.png,Dr. Wiet Exotic Seed Co.,FMR7400000000000000000000,,,9
Ruderalis,3PJMJT4JXC000000000000000,https://www.cannabisreports.com/strain-reports/dr-weed-seeds/ruderalis,https://www.cannabisreports.com/images/strains/no_image.png,Dr. Weed Seeds,3PJMJ00000000000000000000,,,9
Jiffy Pot,32UQEFAHVQ000000000000000,https://www.cannabisreports.com/strain-reports/vancouver-island-seed-company/jiffy-pot,https://www.cannabisreports.com/images/strains/no_image.png,Vancouver Island Seed Company,32UQE00000000000000000000,,,9
Grey Mist,GCZYH49V3H000000000000000,https://www.cannabisreports.com/strain-reports/grey-area-coffeeshop/grey-mist,https://www.cannabisreports.com/images/strains/no_image.png,Grey Area Coffeeshop,GCZYH00000000000000000000,,,9
Pineapple,9XVU7FDY42000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/pineapple,https://www.cannabisreports.com/images/strains/b/full_b99bf87ed7a3fb1a2cf90e11aa7d886852ca90cf.jpg,Unknown Breeder,9XVU700000000000000000000,,,9
Purple FX,9XVU76NXNF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/purple-fx,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,FX / The Purps,9XVU7FXDUF000000000000000 / 9XVU79UP6M000000000000000,9
The Black,9XVU7WLK62000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/the-black,https://www.cannabisreports.com/images/strains/7/full_72376edb9470d34533ecb7782d8a2dfd720f9a51.jpg,Unknown Breeder,9XVU700000000000000000000,Afghani Landrace / Nepalese Landrace / Hawaiian,9XVU7HGAVW000000000000000 / 9XVU7XEFJK000000000000000 / 34P7P4EANM000000000000000,9
Biker Bob,9XVU7TT9RG000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/biker-bob,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Bubblegun,9XVU7MCUY4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/bubblegun,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,AK-47 / Bubblegum,CYGU94JYKY000000000000000 / VRTEW9D296000000000000000,9
Cafe Girl,HZU7PGE6RG000000000000000,https://www.cannabisreports.com/strain-reports/brothers-grimm-marijuana-seed-bank/cafe-girl,https://www.cannabisreports.com/images/strains/no_image.png,Brothers Grimm Marijuana Seed Bank,HZU7P00000000000000000000,Jack Herer x ???,VUJCJ4TYMG000000000000000 x ???,9
Grape Ape,G3YM7VLRW7000000000000000,https://www.cannabisreports.com/strain-reports/apothecary-seed-company/grape-ape,https://www.cannabisreports.com/images/strains/3/full_3f661356f5936051da26226191a92c058190da98.jpg,Apothecary Seed Company,G3YM700000000000000000000,Mendo Purps x Skunk x Afghani Landrace,9XVU7LXP9U000000000000000 x 9XVU7Y2FA9000000000000000 x 9XVU7HGAVW000000000000000,9
Rock Corn,9XVU7QTNFN000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/rock-corn,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Soulshine,VQJGU6RX6Y000000000000000,https://www.cannabisreports.com/strain-reports/chimera-seeds/soulshine,https://www.cannabisreports.com/images/strains/no_image.png,Chimera Seeds,VQJGU00000000000000000000,,,9
Big Skush,9XVU7ATDP2000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/big-skush,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,(Big Bud (Sensi Seeds) x Skunk #1) / South Indian Landrace,(VUJCJ24GRA000000000000000 x VUJCJY6ZUC000000000000000) / K3TYMHQJW9000000000000000,9
Shoreline,LVYVHMQGN9000000000000000,https://www.cannabisreports.com/strain-reports/the-devils-harvest/shoreline,https://www.cannabisreports.com/images/strains/3/full_3ae5855f36d96742afc0038ccbba932dad178a4b.jpg,The Devils Harvest,LVYVH00000000000000000000,Skunk #1 x Oasis,VUJCJY6ZUC000000000000000 x RLC6W7NRW4000000000000000,9
Skunk #11,RLC6WMPYH3000000000000000,https://www.cannabisreports.com/strain-reports/dutch-passion-seed-company/skunk-11,https://www.cannabisreports.com/images/strains/no_image.png,Dutch Passion Seed Company,RLC6W00000000000000000000,Skunk,9XVU7Y2FA9000000000000000,9
Old Timer,4PNYLZJ3JY000000000000000,https://www.cannabisreports.com/strain-reports/reserva-privada/old-timer,https://www.cannabisreports.com/images/strains/no_image.png,Reserva Privada,4PNYL00000000000000000000,,,9
Bluebonic,M79TT2UCPP000000000000000,https://www.cannabisreports.com/strain-reports/spice-of-life-seeds/bluebonic,https://www.cannabisreports.com/images/strains/6/full_6f753ab8cc0e68fc5d0a3572d2edc41859d824e2.jpg,Spice of Life Seeds,M79TT00000000000000000000,Kootenay Mountains Blueberry / Blue Satellite #2,M79TT3MQH3000000000000000 / M79TTHC9JQ000000000000000,9
Tangerine,Q9DQYGJXR3000000000000000,https://www.cannabisreports.com/strain-reports/juan-moore/tangerine,https://www.cannabisreports.com/images/strains/4/full_4f3b0ef7a959256c792d4c294888e18f589c259d.jpg,Juan Moore,Q9DQY00000000000000000000,Aroma,FENV7GEWAR000000000000000,9
Kush Haze,JCEP2RHWTX000000000000000,https://www.cannabisreports.com/strain-reports/ace-seeds/kush-haze,https://www.cannabisreports.com/images/strains/no_image.png,ACE Seeds,JCEP200000000000000000000,,,9
Big Purps,2FDGYHQJFQ000000000000000,https://www.cannabisreports.com/strain-reports/dr-greenthumb-seeds/big-purps,https://www.cannabisreports.com/images/strains/no_image.png,Dr. Greenthumb Seeds,2FDGY00000000000000000000,Kashmir Resin Factory (Kashmiri),2FDGYXCXZ6000000000000000,9
Sweet 105,2FDGY3KT3C000000000000000,https://www.cannabisreports.com/strain-reports/dr-greenthumb-seeds/sweet-105,https://www.cannabisreports.com/images/strains/4/full_447c5dce9eac4c86ffd5080e2aaa653fca4a8703.jpg,Dr. Greenthumb Seeds,2FDGY00000000000000000000,Endless Sky x ???,2FDGYRNRJN000000000000000 x ???,9
Chocolate,FZ9LC29K3A000000000000000,https://www.cannabisreports.com/strain-reports/cannacopia-seeds/chocolate,https://www.cannabisreports.com/images/strains/no_image.png,Cannacopia Seeds,FZ9LC00000000000000000000,Chocolate Trip x Deep Chunk,PRPNMPUEPE000000000000000 x KJKZAUENJ4000000000000000,9
The Krush,FZ9LC96HY6000000000000000,https://www.cannabisreports.com/strain-reports/cannacopia-seeds/the-krush,https://www.cannabisreports.com/images/strains/no_image.png,Cannacopia Seeds,FZ9LC00000000000000000000,,,9
Meao Thai,7P4UTERKDV000000000000000,https://www.cannabisreports.com/strain-reports/canna-biogen/meao-thai,https://www.cannabisreports.com/images/strains/no_image.png,Canna BioGen,7P4UT00000000000000000000,Landraces,9XVU7R9C3R000000000000000,9
Fig Skunk,PRPNMXNEQR000000000000000,https://www.cannabisreports.com/strain-reports/dutch-flowers/fig-skunk,https://www.cannabisreports.com/images/strains/no_image.png,Dutch Flowers,PRPNM00000000000000000000,Skunk #1,VUJCJY6ZUC000000000000000,9
Herijuana,9XVU792CUH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/herijuana,https://www.cannabisreports.com/images/strains/d/full_dec1349a9ce1f297052a2256a9ba8eba881a1942.jpg,Unknown Breeder,9XVU700000000000000000000,,,9
SuperJack,GMMTZFQ3E2000000000000000,https://www.cannabisreports.com/strain-reports/motarebel-seeds/superjack,https://www.cannabisreports.com/images/strains/no_image.png,Motarebel Seeds,GMMTZ00000000000000000000,,,9
Rock Star,R93YELCY6A000000000000000,https://www.cannabisreports.com/strain-reports/bong-guru/rock-star,https://www.cannabisreports.com/images/strains/1/full_13b9689144abaf5bd6a3b0e312199a955c06f15f.jpg,Bong Guru,R93YE00000000000000000000,Sensi Star x Rock Bud,WN69KZZAZP000000000000000 x 9XVU7AZPKA000000000000000,9
Pink Kush,9XVU74WPPT000000000000000,https://www.cannabisreports.com/strain-reports/reeferman-seeds/pink-kush,https://www.cannabisreports.com/images/strains/0/full_020557508f7c2d4f3354a3779f2cf9dff8e4a8b2.jpg,Reeferman Seeds,HJKDD00000000000000000000,King x King,9XVU7EE6YZ000000000000000 x 9XVU7EE6YZ000000000000000,9
Tang Tang,2QWELJDUXA000000000000000,https://www.cannabisreports.com/strain-reports/the-grindhouse/tang-tang,https://www.cannabisreports.com/images/strains/1/full_13893a22af5043ffacc11137a0e557f347c6ee3e.jpg,The GrindHouse,2QWEL00000000000000000000,Blue Sonja,2QWELV2JGJ000000000000000,9
AngelDust,UQYV9URUEL000000000000000,https://www.cannabisreports.com/strain-reports/growdoc-seeds/angeldust,https://www.cannabisreports.com/images/strains/4/full_42fab2117791c193e2aef49cf40bbe73092b154e.jpg,GrowDoc Seeds,UQYV900000000000000000000,,,9
Millenium,6M9UYYDKLZ000000000000000,https://www.cannabisreports.com/strain-reports/homegrown-fantaseeds/millenium,https://www.cannabisreports.com/images/strains/0/full_04883ca945308878dd87bbedf2eea5a49ee01862.jpg,Homegrown Fantaseeds,6M9UY00000000000000000000,,,9
Milky Way,GF7TVTW9LT000000000000000,https://www.cannabisreports.com/strain-reports/kiwiseeds/milky-way,https://www.cannabisreports.com/images/strains/a/full_a8b376dc666dd219efb77d3a33318a23b3c76af0.jpg,Kiwiseeds,GF7TV00000000000000000000,Northern Lights x Hash Plant (Hashplant),2NGAWWTJNV000000000000000 x 9XVU7L94RY000000000000000,9
Medi Kush,36LLC4ZAD4000000000000000,https://www.cannabisreports.com/strain-reports/medicinal-marijuana-seeds/medi-kush,https://www.cannabisreports.com/images/strains/6/full_66bcaee7cd3ea34222ce1cdc0d5ee7b8da3b28bb.jpg,Medicinal Marijuana Seeds,36LLC00000000000000000000,Hindu Kush x S.A.G.E.,D4C6CDUFWC000000000000000 x VRTEWY3FMR000000000000000,9
Kiwiskunk,GF7TVXGFH9000000000000000,https://www.cannabisreports.com/strain-reports/kiwiseeds/kiwiskunk,https://www.cannabisreports.com/images/strains/9/full_98e9dc7e6a42344567de7661aff07c9f9b5ce537.jpg,Kiwiseeds,GF7TV00000000000000000000,,,9
2 Pounder,GF7TVA327U000000000000000,https://www.cannabisreports.com/strain-reports/kiwiseeds/2-pounder,https://www.cannabisreports.com/images/strains/a/full_a88bf34690d4d1288da2dfe8cb85e2d8734799c5.jpg,Kiwiseeds,GF7TV00000000000000000000,New Zealand Landrace,6M9UYGW7F3000000000000000,9
Moby Dick,47TGHGF7KG000000000000000,https://www.cannabisreports.com/strain-reports/dinafem-seeds/moby-dick,https://www.cannabisreports.com/images/strains/2/full_22fb60698f7c15ec2e30f31702b1ee8051b21115.jpg,Dinafem Seeds,47TGH00000000000000000000,Haze x White Widow,9XVU7WJQCD000000000000000 x K3TYMWC3HY000000000000000,9
Red Lemon,9XVU74F297000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/red-lemon,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Red Dragon x Lemon OG Kush,WAVLJEFFJT000000000000000 x TTUYNWX3TA000000000000000,9
OG Badazz,9XVU7ZFGXJ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/og-badazz,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,( OG Kush x Afghan Kush ) x Purple Urkle,( 9XVU7GD2AP000000000000000 x 6Z3CV9HXA6000000000000000 ) x 9XVU7M3ZXJ000000000000000,9
SweetLove,4CRCZUVZ36000000000000000,https://www.cannabisreports.com/strain-reports/philosopher-seeds/sweetlove,https://www.cannabisreports.com/images/strains/no_image.png,Philosopher Seeds,4CRCZ00000000000000000000,Juanita La Lagrimosa x Tropimango,NJDA3YY4EZ000000000000000 x 4CRCZAJYEQ000000000000000,9
Naranchup,4CRCZLRAV2000000000000000,https://www.cannabisreports.com/strain-reports/philosopher-seeds/naranchup,https://www.cannabisreports.com/images/strains/no_image.png,Philosopher Seeds,4CRCZ00000000000000000000,Naran J x Tropimango,NJDA3XQQLP000000000000000 x 4CRCZAJYEQ000000000000000,9
Guanabana,PYA9Q69Y7W000000000000000,https://www.cannabisreports.com/strain-reports/blim-burn/guanabana,https://www.cannabisreports.com/images/strains/5/full_5dd2fc72436ea8d7ea9acb807ce2a5335f3e0118.jpg,Blim Burn,PYA9Q00000000000000000000,Amnesia Haze x White Widow ???,L2NZKJADGX000000000000000 x K3TYMWC3HY000000000000000 ???,9
Cum Laude,6FAFXVZLZ9000000000000000,https://www.cannabisreports.com/strain-reports/positronics-seeds/cum-laude,https://www.cannabisreports.com/images/strains/d/full_d35907ef2417d7417a0679aa763fc6bb75359cc2.jpg,Positronics Seeds,6FAFX00000000000000000000,( Queen Mother (Reina Madre) x Mexican Landrace ) x Original Haze,( JZRZVNZT37000000000000000 x 9XVU72AR9X000000000000000 ) x D4C6C9HPLT000000000000000,9
Roughneck,ETAHVV2U44000000000000000,https://www.cannabisreports.com/strain-reports/centennial-seeds/roughneck,https://www.cannabisreports.com/images/strains/no_image.png,Centennial Seeds,ETAHV00000000000000000000,Jamaican Lambsbread x Purple Rhino,WECJXTFZP7000000000000000 x 9XVU7PCHAK000000000000000,9
Hapa Haze,ETAHVJGKYA000000000000000,https://www.cannabisreports.com/strain-reports/centennial-seeds/hapa-haze,https://www.cannabisreports.com/images/strains/a/full_a8ed90efc318b1c1771a5981f1837e26e09da8cb.jpg,Centennial Seeds,ETAHV00000000000000000000,Waipi'o Hapa x Haze,ETAHV9692Y000000000000000 x 9XVU7WJQCD000000000000000,9
Kamikhaze,FVA3DAHLPQ000000000000000,https://www.cannabisreports.com/strain-reports/venus-genetics/kamikhaze,https://www.cannabisreports.com/images/strains/7/full_73baaec93499787f7a6723d08dcb4c4606a9debe.jpg,Venus Genetics,FVA3D00000000000000000000,Amnesia Haze,L2NZKJADGX000000000000000,9
Mars Barz,YFTYMXR9U7000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/mars-barz,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Mars OG x HeadbanD Cookies,9XVU7G2C39000000000000000 x YFTYME4JTK000000000000000,9
Superstar,6XPKM3EFRD000000000000000,https://www.cannabisreports.com/strain-reports/exotic-genetix/superstar,https://www.cannabisreports.com/images/strains/no_image.png,Exotic Genetix,6XPKM00000000000000000000,Starfighter F2 / Supernatural,6XPKMWXTYT000000000000000 / 6XPKMGY9FF000000000000000,9
Hoarfrost,ZVLRW7ACCT000000000000000,https://www.cannabisreports.com/strain-reports/cabin-fever-seed-breeders/hoarfrost,https://www.cannabisreports.com/images/strains/4/full_4c9c3801eb5da16d8f5b948513c2ca4fab1e433a.jpg,Cabin Fever Seed Breeders,ZVLRW00000000000000000000,White Forest x White Fire OG (WiFi OG),ZVLRW3YVMK000000000000000 x PDQDDLKJUH000000000000000,9
Glue Trap,JX73GJX4MJ000000000000000,https://www.cannabisreports.com/strain-reports/redeyed-genetics/glue-trap,https://www.cannabisreports.com/images/strains/no_image.png,RedEyed Genetics,JX73G00000000000000000000,Gorilla Glue #4 x Guard Dawg,9XVU7AQXVU000000000000000 x JX73G4VNZV000000000000000,9
Orphan OG,9XVU74YE2M000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/orphan-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
Gaia Kush,9XVU742WJU000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/gaia-kush,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,??? / Purple Afghani / Blueberry / OG Kush,??? / WPUC6APJAM000000000000000 / W74AFGH22Z000000000000000 / 9XVU7GD2AP000000000000000,9
Stargazer,9XVU7M3ELE000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/stargazer,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Purple Afghani x Jack Herer,WPUC6APJAM000000000000000 x VUJCJ4TYMG000000000000000,9
Warhammer,9XVU74Q7G9000000000000000,https://www.cannabisreports.com/strain-reports/4dragons/warhammer,https://www.cannabisreports.com/images/strains/no_image.png,4Dragons,MN97E00000000000000000000,,,9
Madhatter,4DJ6CVY29A000000000000000,https://www.cannabisreports.com/strain-reports/alpha-kronik-genes/madhatter,https://www.cannabisreports.com/images/strains/6/full_6cb714b4ab11c8a27b3a6091c850cacf0d23eac2.jpg,Alpha Kronik Genes,4DJ6C00000000000000000000,707 Headband x Gobbstopper,9XVU7TKAVG000000000000000 x 4DJ6CH23QN000000000000000,9
Blu Sugar,9XVU7KHFDA000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blu-sugar,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blue Dream x Sugaree,9XVU7PTG2P000000000000000 x NFT3N4UWT7000000000000000,9
Jackfruit,9XVU7FZ3UR000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/jackfruit,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Captain Jack x Grapefruit,9XVU7H9VMZ000000000000000 x 9XVU724HXA000000000000000,9
SpaceGlue,Z34A2ANXQM000000000000000,https://www.cannabisreports.com/strain-reports/spaceaged-genetics/spaceglue,https://www.cannabisreports.com/images/strains/c/full_c1f51710fb07205bd0ba7e71ac312c52061ed804.jpg,Spaceaged Genetics,Z34A200000000000000000000,Gorilla Glue #4 x Spaceaged OG cut,9XVU7AQXVU000000000000000 x 9XVU7QFPJD000000000000000,9
Slimer OG,VZACVVLNUK000000000000000,https://www.cannabisreports.com/strain-reports/greenlife-seeds/slimer-og,https://www.cannabisreports.com/images/strains/no_image.png,GREENLIFE Seeds,VZACV00000000000000000000,Ghost OG x White Fire Alien,9XVU7K4RFU000000000000000 x PDQDDARRCR000000000000000,9
Gelato #1,4KXM3Z6EWF000000000000000,https://www.cannabisreports.com/strain-reports/cookie-family/gelato-1,https://www.cannabisreports.com/images/strains/no_image.png,Cookie Family,4KXM300000000000000000000,Girl Scout Cookies x Sunset Sherbert,4KXM32V9YF000000000000000 x 9XVU7GRYUU000000000000000,9
Sophie OG,9XVU7QMXVF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sophie-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,9
